sku,name,color,category,gender,movement,price_suggested,status,description,brand,price,stock,,,,,,,,,,,,,,,sku,name,color,category,gender,movement,price_suggested,status,description,brand,price,stock,,
1514LG-10,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,,,,,,,,,,,,,,1514LG-10,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,
1523DL-12,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,,,,,,,,,,,,,,1523DL-12,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,
1523l-9,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,,,,,,,,,,,,,,1523l-9,RELOJ JOEFOX ANA-DIG METALICO DORADO DAMA,,METALICO,dama,DIGITAL,,active,,JOEFOX,,,,
JB6368CJ,RELOJ JOEFOX BAMBÚ ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JB6368CJ,RELOJ JOEFOX BAMBÚ ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,
JB6369CJ -1,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JB6369CJ -1,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,
JB6369CJ -2,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JB6369CJ -2,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,
JB6369CJ -3,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JB6369CJ -3,JOEFOX CUERO BAMBU ESTUCHE MADERA,,MADERA ,,,,active,,JOEFOX ,,,,
JMG01-1,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG01-1,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG01-2,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG01-2,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG01-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG01-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG02-1-4,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG02-1-4,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG02-2,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG02-2,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG01-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG01-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG02-1-4,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG02-1-4,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG02-2-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG02-2-3,JOEFOX METALICO TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JMG02-VD,VIDEO,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG02-VD,VIDEO,,METALICO ,,,,active,,JOEFOX ,,,,
JMG03-1-0,RELOJ JOEFOX TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JMG03-1-0,RELOJ JOEFOX TABLERO MAGICO MALLA UNISEX,,METALICO ,,,,active,,JOEFOX ,,,,
JX2165-1-2,RELOJ JOEFOX SEGUNDERO FUNCIONAL METAL,,METALICO ,,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JX2165-1-2,RELOJ JOEFOX SEGUNDERO FUNCIONAL METAL,,METALICO ,,,,active,,JOEFOX ,,,,
JX2165-2-2,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JX2165-2-2,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,
JX2165-3-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JX2165-3-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,
JX2165-4-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JX2165-4-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,
JX2165-5-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JX2165-5-3,JOEFOX METALICO SEGUNDERO FUNCIONAL DAMA,,METALICO ,dama,,,active,,JOEFOX ,,,,
JXD11-C3,JOEFOX DRAGÓN METALICO HOMBRE,,METALICO ,hombre,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-C3,JOEFOX DRAGÓN METALICO HOMBRE,,METALICO ,hombre,,,active,,JOEFOX ,,,,
JXD11-C4,JOEFOX DRAGÓN METALICO HOMBRE,,METALICO ,hombre,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-C4,JOEFOX DRAGÓN METALICO HOMBRE,,METALICO ,hombre,,,active,,JOEFOX ,,,,
JXD11-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD11-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD11-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD12-P6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD12-P6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-D6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD13-P6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD13-P6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-C6,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-D1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-D2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-D3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-D4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-P1,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-P2,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-P3,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-P4,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD14-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD14-P5,JOEFOX CRONOGRAFO SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15C6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15C6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-D6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-D6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P2,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P3,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P4,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P5,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD15-P6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD15-P6,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
JXD16-C1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,,,,,,,,,,,,,,JXD16-C1,JOEFOX SILICONA DAMA,,SILICONA,dama,,,active,,JOEFOX ,,,,
